id_protein,protein_name,protein_multidata_id
94,BMP7_HUMAN,94
95,BMP8A_HUMAN,95
96,BMP8B_HUMAN,96
97,BOC_HUMAN,97
98,BPI_HUMAN,98
99,BST2_HUMAN,99
100,BTC_HUMAN,100
101,BTLA_HUMAN,101
102,BTN1A1_HUMAN,102
103,BTN2A1_HUMAN,103
104,BTNL8_HUMAN,104
105,BTNL9_HUMAN,105
106,C10orf99_HUMAN,106
107,C1QA_HUMAN,107
108,C1QB_HUMAN,108
109,C1QTNF1_HUMAN,109
110,C1QTNF5_HUMAN,110
111,C3_HUMAN,111
112,C4A_HUMAN,112
113,C4B_2_HUMAN,113
114,C4BPA_HUMAN,114
115,C5_HUMAN,115
116,C6orf15_HUMAN,116
117,CA12_HUMAN,117
118,CADM1_HUMAN,118
119,CADM2_HUMAN,119
120,CADM3_HUMAN,120
121,CADM4_HUMAN,121
122,CALCA_HUMAN,122
123,CALCB_HUMAN,123
124,CALM1_HUMAN,124
125,CALM2_HUMAN,125
126,CALM3_HUMAN,126
127,CALR_HUMAN,127
128,CAMP_HUMAN,128
129,CCK_HUMAN,129
130,CCL1_HUMAN,130
131,CCL11_HUMAN,131
132,CCL13_HUMAN,132
133,CCL14_HUMAN,133
134,CCL15_HUMAN,134
135,CCL16_HUMAN,135
136,CCL17_HUMAN,136
137,CCL18_HUMAN,137
138,CCL19_HUMAN,138
139,CCL2_HUMAN,139
140,CCL20_HUMAN,140
141,CCL21_HUMAN,141
142,CCL22_HUMAN,142
143,CCL23_HUMAN,143
144,CCL24_HUMAN,144
145,CCL25_HUMAN,145
146,CCL26_HUMAN,146
147,CCL27_HUMAN,147
148,CCL28_HUMAN,148
149,CCL3_HUMAN,149
150,CCL3L1_HUMAN,150
151,CCL3L3_HUMAN,151
152,CCL4_HUMAN,152
153,CCL4L1_HUMAN,153
154,CCL4L2_HUMAN,154
155,CCL5_HUMAN,155
156,CCL7_HUMAN,156
157,CCL8_HUMAN,157
158,CCN1_HUMAN,158
159,CCN2_HUMAN,159
160,CCN3_HUMAN,160
161,CCN4_HUMAN,161
162,CCN6_HUMAN,162
163,CD14_HUMAN,163
164,CD160_HUMAN,164
165,CD1B_HUMAN,165
166,CD1D_HUMAN,166
167,CD2_HUMAN,167
168,CD200_HUMAN,168
169,CD209_HUMAN,169
170,CD22_HUMAN,170
171,CD226_HUMAN,171
172,CD24_HUMAN,172
173,CD244_HUMAN,173
174,CD274_HUMAN,174
175,CD28_HUMAN,175
176,CD300A_HUMAN,176
177,CD300C_HUMAN,177
178,CD300LF_HUMAN,178
179,CD320_HUMAN,179
180,CD34_HUMAN,180
181,CD38_HUMAN,181
182,CD40_HUMAN,182
183,CD40LG_HUMAN,183
184,CD44_HUMAN,184
185,CD47_HUMAN,185
186,CD48_HUMAN,186
187,CD52_HUMAN,187
188,CD55_HUMAN,188
189,CD58_HUMAN,189
190,CD59_HUMAN,190
191,CD5L_HUMAN,191
192,CD6_HUMAN,192
193,CD7_HUMAN,193
194,CD70_HUMAN,194
195,CD72_HUMAN,195
196,CD79B_HUMAN,196
197,CD80_HUMAN,197
198,CD82_HUMAN,198
199,CD86_HUMAN,199
200,CD9_HUMAN,200
201,CD96_HUMAN,201
202,CD99_HUMAN,202
203,CDCP1_HUMAN,203
204,CDH1_HUMAN,204
205,CDH13_HUMAN,205
206,CDH15_HUMAN,206
207,CDH2_HUMAN,207
208,CDH3_HUMAN,208
209,CDH4_HUMAN,209
210,CDH5_HUMAN,210
211,CDH6_HUMAN,211
212,CDH9_HUMAN,212
213,CDHR2_HUMAN,213
214,CEACAM1_HUMAN,214
215,CEACAM20_HUMAN,215
216,CEACAM21_HUMAN,216
217,CEACAM3_HUMAN,217
218,CEACAM4_HUMAN,218
219,CEACAM5_HUMAN,219
220,CEACAM6_HUMAN,220
221,CEACAM7_HUMAN,221
222,CEACAM8_HUMAN,222
223,CEL_HUMAN,223
224,CER1_HUMAN,224
225,CFAP54_HUMAN,225
226,CFC1_HUMAN,226
227,CFD_HUMAN,227
228,CFH_HUMAN,228
229,CFP_HUMAN,229
230,CGA_HUMAN,230
231,CGB3_HUMAN,231
232,CGB7_HUMAN,232
233,CHAD_HUMAN,233
234,CHL1_HUMAN,234
235,CIB1_HUMAN,235
236,CKLF_HUMAN,236
237,CLCF1_HUMAN,237
238,CLDN1_HUMAN,238
239,CLDN11_HUMAN,239
240,CLDN14_HUMAN,240
241,CLDN16_HUMAN,241
242,CLDN19_HUMAN,242
243,CLDN2_HUMAN,243
244,CLDN24_HUMAN,244
245,CLDN3_HUMAN,245
246,CLEC11A_HUMAN,246
247,CLEC2A_HUMAN,247
248,CLEC2B_HUMAN,248
249,CLEC2D_HUMAN,249
250,CLEC2L_HUMAN,250
251,CLEC3A_HUMAN,251
252,CLEC4G_HUMAN,252
253,CLMP_HUMAN,253
254,CLU_HUMAN,254
255,CLUL1_HUMAN,255
256,CMTM8_HUMAN,256
257,CNMD_HUMAN,257
258,CNTF_HUMAN,258
259,CNTN1_HUMAN,259
260,CNTN2_HUMAN,260
261,CNTN3_HUMAN,261
262,CNTN4_HUMAN,262
263,CNTN5_HUMAN,263
264,CNTN6_HUMAN,264
265,COL10A1_HUMAN,265
266,COL11A1_HUMAN,266
267,COL11A2_HUMAN,267
268,COL12A1_HUMAN,268
269,COL13A1_HUMAN,269
270,COL14A1_HUMAN,270
271,COL15A1_HUMAN,271
272,COL16A1_HUMAN,272
273,COL17A1_HUMAN,273
274,COL18A1_HUMAN,274
275,COL19A1_HUMAN,275
276,COL1A1_HUMAN,276
277,COL1A2_HUMAN,277
278,COL20A1_HUMAN,278
279,COL21A1_HUMAN,279
280,COL22A1_HUMAN,280
281,COL24A1_HUMAN,281
282,COL26A1_HUMAN,282
283,COL27A1_HUMAN,283
284,COL28A1_HUMAN,284
285,COL2A1_HUMAN,285
286,COL3A1_HUMAN,286
287,COL4A1_HUMAN,287
288,COL4A2_HUMAN,288
289,COL4A3_HUMAN,289
290,COL4A4_HUMAN,290
291,COL4A5_HUMAN,291
292,COL4A6_HUMAN,292
293,COL5A1_HUMAN,293
294,COL5A2_HUMAN,294
295,COL5A3_HUMAN,295
296,COL6A1_HUMAN,296
297,COL6A2_HUMAN,297
298,COL6A3_HUMAN,298
299,COL6A5_HUMAN,299
300,COL6A6_HUMAN,300
301,COL7A1_HUMAN,301
302,COL8A1_HUMAN,302
303,COL8A2_HUMAN,303
304,COL9A1_HUMAN,304
305,COL9A2_HUMAN,305
306,COL9A3_HUMAN,306
307,COLQ_HUMAN,307
308,COMP_HUMAN,308
309,COPA_HUMAN,309
310,CORIN_HUMAN,310
311,CORT_HUMAN,311
312,CP_HUMAN,312
313,CPAMD8_HUMAN,313
314,CRB3_HUMAN,314
315,CRH_HUMAN,315
316,CRHR2_HUMAN,316
317,CRISP2_HUMAN,317
318,CRISP3_HUMAN,318
319,CRLF1_HUMAN,319
320,CRP_HUMAN,320
321,CRTAM_HUMAN,321
322,CSF1_HUMAN,322
323,CSF2_HUMAN,323
324,CSF3_HUMAN,324
325,CSH1_HUMAN,325
326,CSH2_HUMAN,326
327,CSHL1_HUMAN,327
328,CTF1_HUMAN,328
329,CTHRC1_HUMAN,329
330,CTSD_HUMAN,330
331,CTSG_HUMAN,331
332,CX3CL1_HUMAN,332
333,CXADR_HUMAN,333
334,CXCL1_HUMAN,334
335,CXCL10_HUMAN,335
336,CXCL11_HUMAN,336
337,CXCL12_HUMAN,337
338,CXCL13_HUMAN,338
339,CXCL14_HUMAN,339
340,CXCL16_HUMAN,340
341,CXCL17_HUMAN,341
342,CXCL2_HUMAN,342
343,CXCL3_HUMAN,343
344,CXCL5_HUMAN,344
345,CXCL6_HUMAN,345
346,CXCL8_HUMAN,346
347,CXCL9_HUMAN,347
348,CYTL1_HUMAN,348
349,DBH_HUMAN,349
350,DCHS1_HUMAN,350
351,DCN_HUMAN,351
352,DEFB1_HUMAN,352
353,DEFB103B_HUMAN,353
354,DEFB106B_HUMAN,354
355,DEFB4A_HUMAN,355
356,DEFB4B_HUMAN,356
357,DHH_HUMAN,357
358,DKK1_HUMAN,358
359,DKK2_HUMAN,359
360,DKK3_HUMAN,360
361,DKK4_HUMAN,361
362,DLK1_HUMAN,362
363,DLK2_HUMAN,363
364,DLL1_HUMAN,364
365,DLL3_HUMAN,365
366,DLL4_HUMAN,366
367,DMP1_HUMAN,367
368,DRAXIN_HUMAN,368
369,DSC1_HUMAN,369
370,DSC2_HUMAN,370
371,DSC3_HUMAN,371
372,DSCAM_HUMAN,372
373,DSCAML1_HUMAN,373
374,DSG1_HUMAN,374
375,DSG2_HUMAN,375
376,DSPP_HUMAN,376
377,DUSP18_HUMAN,377
378,EBI3_HUMAN,378
379,ECM1_HUMAN,379
380,EDA_HUMAN,380
381,EDIL3_HUMAN,381
382,EDN1_HUMAN,382
383,EDN2_HUMAN,383
384,EDN3_HUMAN,384
385,EFEMP1_HUMAN,385
386,EFEMP2_HUMAN,386
387,EFNA1_HUMAN,387
388,EFNA2_HUMAN,388
389,EFNA3_HUMAN,389
390,EFNA4_HUMAN,390
391,EFNA5_HUMAN,391
392,EFNB1_HUMAN,392
393,EFNB2_HUMAN,393
394,EFNB3_HUMAN,394
395,EGF_HUMAN,395
396,EGFL8_HUMAN,396
397,ELFN1_HUMAN,397
398,EMC1_HUMAN,398
399,ENAM_HUMAN,399
400,ENG_HUMAN,400
401,ENHO_HUMAN,401
402,ENPP1_HUMAN,402
403,ENTPD1_HUMAN,403
404,EPCAM_HUMAN,404
405,EPGN_HUMAN,405
406,EPHA4_HUMAN,406
407,EPO_HUMAN,407
408,EREG_HUMAN,408
409,ERFE_HUMAN,409
410,ESAM_HUMAN,410
411,ESM1_HUMAN,411
412,EXOC3-AS1_HUMAN,412
413,EZR_HUMAN,413
414,F10_HUMAN,414
415,F11_HUMAN,415
416,F11R_HUMAN,416
417,F12_HUMAN,417
418,F13A1_HUMAN,418
419,F2_HUMAN,419
420,F5_HUMAN,420
421,F7_HUMAN,421
422,F8_HUMAN,422
423,F9_HUMAN,423
424,FAM200A_HUMAN,424
425,FAM3B_HUMAN,425
426,FAM3C_HUMAN,426
427,FAM3D_HUMAN,427
428,FAP_HUMAN,428
429,FASLG_HUMAN,429
430,FAT4_HUMAN,430
431,FBLN1_HUMAN,431
432,FBLN2_HUMAN,432
433,FBN1_HUMAN,433
434,FCAR_HUMAN,434
435,FCER2_HUMAN,435
436,FCGR3B_HUMAN,436
437,FCN1_HUMAN,437
438,FCN2_HUMAN,438
439,FCRL6_HUMAN,439
440,FGA_HUMAN,440
441,FGB_HUMAN,441
442,FGF1_HUMAN,442
443,FGF10_HUMAN,443
444,FGF11_HUMAN,444
445,FGF12_HUMAN,445
446,FGF13_HUMAN,446
447,FGF14_HUMAN,447
448,FGF16_HUMAN,448
449,FGF17_HUMAN,449
450,FGF18_HUMAN,450
451,FGF19_HUMAN,451
452,FGF2_HUMAN,452
453,FGF20_HUMAN,453
454,FGF21_HUMAN,454
455,FGF22_HUMAN,455
456,FGF23_HUMAN,456
457,FGF3_HUMAN,457
458,FGF4_HUMAN,458
459,FGF5_HUMAN,459
460,FGF6_HUMAN,460
461,FGF7_HUMAN,461
462,FGF8_HUMAN,462
463,FGF9_HUMAN,463
464,FGFRL1_HUMAN,464
465,FGG_HUMAN,465
466,FGL1_HUMAN,466
467,FLRT1_HUMAN,467
468,FLRT2_HUMAN,468
469,FLRT3_HUMAN,469
470,FLT3LG_HUMAN,470
471,FN1_HUMAN,471
472,FNDC5_HUMAN,472
473,FSHB_HUMAN,473
474,FST_HUMAN,474
475,FSTL5_HUMAN,475
476,FURIN_HUMAN,476
477,GAD1_HUMAN,477
478,GAL_HUMAN,478
479,GALP_HUMAN,479
480,GAS6_HUMAN,480
481,GAST_HUMAN,481
482,GC_HUMAN,482
483,GCG_HUMAN,483
484,GDF1_HUMAN,484
485,GDF10_HUMAN,485
486,GDF11_HUMAN,486
487,GDF15_HUMAN,487
488,GDF2_HUMAN,488
489,GDF3_HUMAN,489
490,GDF5_HUMAN,490
491,GDF6_HUMAN,491
492,GDF7_HUMAN,492
493,GDF9_HUMAN,493
494,GDNF_HUMAN,494
495,GGT1_HUMAN,495
496,GH1_HUMAN,496
497,GH2_HUMAN,497
498,GHRH_HUMAN,498
499,GHRL_HUMAN,499
500,GIP_HUMAN,500
501,GJB2_HUMAN,501
502,GJB6_HUMAN,502
503,GLG1_HUMAN,503
504,GNAS_HUMAN,504
505,GNRH1_HUMAN,505
506,GNRH2_HUMAN,506
507,GP1BA_HUMAN,507
508,GP5_HUMAN,508
509,GPC3_HUMAN,509
510,GPC6_HUMAN,510
511,GPHA2_HUMAN,511
512,GPHB5_HUMAN,512
513,GPI_HUMAN,513
514,GREM1_HUMAN,514
515,GRN_HUMAN,515
516,GRP_HUMAN,516
517,GSTP1_HUMAN,517
518,GUCA2A_HUMAN,518
519,GUCA2B_HUMAN,519
520,GUCY2D_HUMAN,520
521,GZMB_HUMAN,521
522,HAPLN1_HUMAN,522
523,HAS1_HUMAN,523
524,HAS2_HUMAN,524
525,HAVCR1_HUMAN,525
526,HBEGF_HUMAN,526
527,HCRT_HUMAN,527
528,HDC_HUMAN,528
529,HEBP1_HUMAN,529
530,HGF_HUMAN,530
531,HHIPL2_HUMAN,531
532,HHLA2_HUMAN,532
533,HJV_HUMAN,533
534,HLA-A_HUMAN,534
535,HLA-B_HUMAN,535
536,HLA-C_HUMAN,536
537,HLA-DMA_HUMAN,537
538,HLA-DMB_HUMAN,538
539,HLA-DOA_HUMAN,539
540,HLA-DOB_HUMAN,540
541,HLA-DPB1_HUMAN,541
542,HLA-DQA1_HUMAN,542
543,HLA-DQA2_HUMAN,543
544,HLA-DQB1_HUMAN,544
545,HLA-DQB2_HUMAN,545
546,HLA-DRA_HUMAN,546
547,HLA-DRB1_HUMAN,547
548,HLA-DRB3_HUMAN,548
549,HLA-DRB4_HUMAN,549
550,HLA-DRB5_HUMAN,550
551,HLA-E_HUMAN,551
552,HLA-F_HUMAN,552
553,HLA-G_HUMAN,553
554,HMGB1_HUMAN,554
555,HP_HUMAN,555
556,HPX_HUMAN,556
557,HRG_HUMAN,557
558,HSP90B1_HUMAN,558
559,HSPG2_HUMAN,559
560,IAPP_HUMAN,560
561,IBSP_HUMAN,561
562,ICAM1_HUMAN,562
563,ICAM2_HUMAN,563
564,ICAM3_HUMAN,564
565,ICAM4_HUMAN,565
566,ICAM5_HUMAN,566
567,ICOSLG_HUMAN,567
568,IFITM1_HUMAN,568
569,IFNA1_HUMAN,569
570,IFNA10_HUMAN,570
571,IFNA13_HUMAN,571
572,IFNA14_HUMAN,572
573,IFNA16_HUMAN,573
574,IFNA17_HUMAN,574
575,IFNA2_HUMAN,575
576,IFNA21_HUMAN,576
577,IFNA4_HUMAN,577
578,IFNA5_HUMAN,578
579,IFNA6_HUMAN,579
580,IFNA7_HUMAN,580
581,IFNA8_HUMAN,581
582,IFNB1_HUMAN,582
583,IFNE_HUMAN,583
584,IFNG_HUMAN,584
585,IFNK_HUMAN,585
586,IFNL1_HUMAN,586
587,IFNL2_HUMAN,587
588,IFNL3_HUMAN,588
589,IFNL4_HUMAN,589
590,IFNW1_HUMAN,590
591,IGF1_HUMAN,591
592,IGF2_HUMAN,592
593,IGFBP3_HUMAN,593
594,IGFBP4_HUMAN,594
595,IGFBP7_HUMAN,595
596,IGFBPL1_HUMAN,596
597,IGFL1_HUMAN,597
598,IGFL2_HUMAN,598
599,IGFL3_HUMAN,599
600,IGSF10_HUMAN,600
601,IGSF11_HUMAN,601
602,IGSF21_HUMAN,602
603,IGSF3_HUMAN,603
604,IHH_HUMAN,604
605,IL10_HUMAN,605
606,IL11_HUMAN,606
607,IL12A_HUMAN,607
608,IL12B_HUMAN,608
609,IL13_HUMAN,609
610,IL15_HUMAN,610
611,IL16_HUMAN,611
612,IL17A_HUMAN,612
613,IL17B_HUMAN,613
614,IL17C_HUMAN,614
615,IL17F_HUMAN,615
616,IL18_HUMAN,616
617,IL18BP_HUMAN,617
618,IL19_HUMAN,618
619,IL1A_HUMAN,619
620,IL1B_HUMAN,620
621,IL1F10_HUMAN,621
622,IL1RN_HUMAN,622
623,IL2_HUMAN,623
624,IL20_HUMAN,624
625,IL21_HUMAN,625
626,IL22_HUMAN,626
627,IL23A_HUMAN,627
628,IL24_HUMAN,628
629,IL25_HUMAN,629
630,IL26_HUMAN,630
631,IL27_HUMAN,631
632,IL3_HUMAN,632
633,IL31_HUMAN,633
634,IL32_HUMAN,634
635,IL33_HUMAN,635
636,IL34_HUMAN,636
637,IL36A_HUMAN,637
638,IL36B_HUMAN,638
639,IL36G_HUMAN,639
640,IL36RN_HUMAN,640
641,IL37_HUMAN,641
642,IL4_HUMAN,642
643,IL5_HUMAN,643
644,IL6_HUMAN,644
645,IL7_HUMAN,645
646,IL9_HUMAN,646
647,ILDR2_HUMAN,647
648,IMPG2_HUMAN,648
649,INHA_HUMAN,649
650,INHBA_HUMAN,650
651,INHBB_HUMAN,651
652,INHBC_HUMAN,652
653,INHBE_HUMAN,653
654,INS_HUMAN,654
655,INSL3_HUMAN,655
656,INSL5_HUMAN,656
657,ITGA4_HUMAN,657
658,ITGA9_HUMAN,658
659,ITGAL_HUMAN,659
660,ITGAM_HUMAN,660
661,ITGB1_HUMAN,661
662,ITGB2_HUMAN,662
663,ITIH2_HUMAN,663
664,ITM2B_HUMAN,664
665,IZUMO1_HUMAN,665
666,JAG1_HUMAN,666
667,JAG2_HUMAN,667
668,JAM2_HUMAN,668
669,JAM3_HUMAN,669
670,JAML_HUMAN,670
671,KCNA1_HUMAN,671
672,KIAA0319L_HUMAN,672
673,KIR2DL5A_HUMAN,673
674,KIR2DS3_HUMAN,674
675,KIR2DS5_HUMAN,675
676,KIRREL1_HUMAN,676
677,KIRREL3_HUMAN,677
678,KISS1_HUMAN,678
679,KITLG_HUMAN,679
680,KL_HUMAN,680
681,KLK3_HUMAN,681
682,KLKB1_HUMAN,682
683,KLRA1P_HUMAN,683
684,KNG1_HUMAN,684
685,L1CAM_HUMAN,685
686,LACRT_HUMAN,686
687,LAIR2_HUMAN,687
688,LAMA1_HUMAN,688
689,LAMA2_HUMAN,689
690,LAMA3_HUMAN,690
691,LAMA4_HUMAN,691
692,LAMA5_HUMAN,692
693,LAMB1_HUMAN,693
694,LAMB2_HUMAN,694
695,LAMB3_HUMAN,695
696,LAMC1_HUMAN,696
697,LAMC2_HUMAN,697
698,LAMC3_HUMAN,698
699,LAYN_HUMAN,699
700,LCN1_HUMAN,700
701,LCN2_HUMAN,701
702,LEAP2_HUMAN,702
703,LEFTY1_HUMAN,703
704,LEFTY2_HUMAN,704
705,LEP_HUMAN,705
706,LFNG_HUMAN,706
707,LGALS1_HUMAN,707
708,LGALS3_HUMAN,708
709,LGALS3BP_HUMAN,709
710,LGALS9_HUMAN,710
711,LGI1_HUMAN,711
712,LGI2_HUMAN,712
713,LGI3_HUMAN,713
714,LGI4_HUMAN,714
715,LHB_HUMAN,715
716,LIF_HUMAN,716
717,LILRA6_HUMAN,717
718,LILRB2_HUMAN,718
719,LILRB4_HUMAN,719
720,LIN7A_HUMAN,720
721,LIN7B_HUMAN,721
722,LIN7C_HUMAN,722
723,LINGO4_HUMAN,723
724,LIPC_HUMAN,724
725,LIPH_HUMAN,725
726,LOC101059948_HUMAN,726
727,LPA_HUMAN,727
728,LPL_HUMAN,728
729,LRCH4_HUMAN,729
730,LRFN1_HUMAN,730
731,LRFN3_HUMAN,731
732,LRFN4_HUMAN,732
733,LRFN5_HUMAN,733
734,LRIG1_HUMAN,734
735,LRIG2_HUMAN,735
736,LRIT1_HUMAN,736
737,LRIT2_HUMAN,737
738,LRP1B_HUMAN,738
739,LRPAP1_HUMAN,739
740,LRRC4_HUMAN,740
741,LRRC4B_HUMAN,741
742,LRRC4C_HUMAN,742
743,LRRC52_HUMAN,743
744,LRRN1_HUMAN,744
745,LRRN2_HUMAN,745
746,LRRTM2_HUMAN,746
747,LRRTM3_HUMAN,747
748,LRTM2_HUMAN,748
749,LSAMP_HUMAN,749
750,LTA_HUMAN,750
751,LTB_HUMAN,751
752,LTBP1_HUMAN,752
753,LTBP3_HUMAN,753
754,LTF_HUMAN,754
755,LUM_HUMAN,755
756,LVRN_HUMAN,756
757,LY6G5C_HUMAN,757
758,LY6G6F_HUMAN,758
759,LY86_HUMAN,759
760,LY9_HUMAN,760
761,LYPD6_HUMAN,761
762,LYZ_HUMAN,762
763,MADCAM1_HUMAN,763
764,MAG_HUMAN,764
765,MANSC1_HUMAN,765
766,MATN1_HUMAN,766
767,MBL2_HUMAN,767
768,MCAM_HUMAN,768
769,MDK_HUMAN,769
770,MEGF10_HUMAN,770
771,MELTF_HUMAN,771
772,MFAP2_HUMAN,772
773,MFAP3L_HUMAN,773
774,MFAP5_HUMAN,774
775,MFGE8_HUMAN,775
776,MFNG_HUMAN,776
777,MIA_HUMAN,777
778,MICA_HUMAN,778
779,MICB_HUMAN,779
780,MIF_HUMAN,780
781,MLN_HUMAN,781
782,MMP1_HUMAN,782
783,MMP12_HUMAN,783
784,MMP13_HUMAN,784
785,MMP14_HUMAN,785
786,MMP15_HUMAN,786
787,MMP16_HUMAN,787
788,MMP2_HUMAN,788
789,MMP25_HUMAN,789
790,MMP26_HUMAN,790
791,MMP7_HUMAN,791
792,MMP9_HUMAN,792
793,MMRN2_HUMAN,793
794,MPDZ_HUMAN,794
795,MPIG6B_HUMAN,795
796,MPZ_HUMAN,796
797,MPZL3_HUMAN,797
798,MSMB_HUMAN,798
799,MSMP_HUMAN,799
800,MSN_HUMAN,800
801,MST1_HUMAN,801
802,MSTN_HUMAN,802
803,MUC1_HUMAN,803
804,MUC4_HUMAN,804
805,MUC7_HUMAN,805
806,MXRA5_HUMAN,806
807,MXRA8_HUMAN,807
808,MYEOV_HUMAN,808
809,MYOC_HUMAN,809
810,NAALADL1_HUMAN,810
811,NAMPT_HUMAN,811
812,NCAM1_HUMAN,812
813,NCAN_HUMAN,813
814,NCR2_HUMAN,814
815,NCR3LG1_HUMAN,815
816,NDP_HUMAN,816
817,NECTIN1_HUMAN,817
818,NECTIN2_HUMAN,818
819,NECTIN3_HUMAN,819
820,NECTIN4_HUMAN,820
821,NEGR1_HUMAN,821
822,NELL2_HUMAN,822
823,NEO1_HUMAN,823
824,NETO2_HUMAN,824
825,NFASC_HUMAN,825
826,NGF_HUMAN,826
827,NID1_HUMAN,827
828,NID2_HUMAN,828
829,NLGN1_HUMAN,829
830,NLGN2_HUMAN,830
831,NLGN3_HUMAN,831
832,NLGN4X_HUMAN,832
833,NLGN4Y_HUMAN,833
834,NMB_HUMAN,834
835,NMS_HUMAN,835
836,NMU_HUMAN,836
837,NODAL_HUMAN,837
838,NOG_HUMAN,838
839,NPB_HUMAN,839
840,NPFF_HUMAN,840
841,NPHS1_HUMAN,841
842,NPNT_HUMAN,842
843,NPPA_HUMAN,843
844,NPPB_HUMAN,844
845,NPPC_HUMAN,845
846,NPS_HUMAN,846
847,NPTX2_HUMAN,847
848,NPVF_HUMAN,848
849,NPW_HUMAN,849
850,NPY_HUMAN,850
851,NRG1_HUMAN,851
852,NRG2_HUMAN,852
853,NRG3_HUMAN,853
854,NRG4_HUMAN,854
855,NRP1_HUMAN,855
856,NRTN_HUMAN,856
857,NRXN1_HUMAN,857
858,NRXN2_HUMAN,858
859,NRXN3_HUMAN,859
860,NT5E_HUMAN,860
861,NTF3_HUMAN,861
862,NTF4_HUMAN,862
863,NTM_HUMAN,863
864,NTN1_HUMAN,864
865,NTN3_HUMAN,865
866,NTN4_HUMAN,866
867,NTNG1_HUMAN,867
868,NTNG2_HUMAN,868
869,NTS_HUMAN,869
870,NUCB2_HUMAN,870
871,NXPH1_HUMAN,871
872,NXPH2_HUMAN,872
873,NXPH3_HUMAN,873
874,NYX_HUMAN,874
875,OBP2A_HUMAN,875
876,OCLN_HUMAN,876
877,OGN_HUMAN,877
878,OLFM2_HUMAN,878
879,OMG_HUMAN,879
880,OPCML_HUMAN,880
881,ORM1_HUMAN,881
882,OSM_HUMAN,882
883,OSTN_HUMAN,883
884,OXT_HUMAN,884
885,PAEP_HUMAN,885
886,PAM_HUMAN,886
887,PAPLN_HUMAN,887
888,PATJ_HUMAN,888
889,PCDH15_HUMAN,889
890,PCDHA1_HUMAN,890
891,PCDHA10_HUMAN,891
892,PCDHA11_HUMAN,892
893,PCDHA12_HUMAN,893
894,PCDHA13_HUMAN,894
895,PCDHA2_HUMAN,895
896,PCDHA3_HUMAN,896
897,PCDHA4_HUMAN,897
898,PCDHA5_HUMAN,898
899,PCDHA6_HUMAN,899
900,PCDHA7_HUMAN,900
901,PCDHA8_HUMAN,901
902,PCDHA9_HUMAN,902
903,PCDHB3_HUMAN,903
