id_gene,ensembl,gene_name,hgnc_symbol,protein_name,protein_id
30,ENSG00000145192,AHSG,AHSG,AHSG_HUMAN,30
31,ENSG00000164022,AIMP1,AIMP1,AIMP1_HUMAN,31
32,ENSG00000163631,ALB,ALB,ALB_HUMAN,32
33,ENSG00000170017,ALCAM,ALCAM,ALCAM_HUMAN,33
34,ENSG00000196711,ALKAL1,ALKAL1,ALKAL1_HUMAN,34
35,ENSG00000189292,ALKAL2,ALKAL2,ALKAL2_HUMAN,35
36,ENSG00000132965,ALOX5AP,ALOX5AP,ALOX5AP_HUMAN,36
37,ENSG00000178522,AMBN,AMBN,AMBN_HUMAN,37
38,ENSG00000125363,AMELX,AMELX,AMELX_HUMAN,38
39,ENSG00000099721,AMELY,AMELY,AMELY_HUMAN,39
40,ENSG00000104899,AMH,AMH,AMH_HUMAN,40
41,ENSG00000214274,ANG,ANG,ANG_HUMAN,41
42,ENSG00000154188,ANGPT1,ANGPT1,ANGPT1_HUMAN,42
43,ENSG00000091879,ANGPT2,ANGPT2,ANGPT2_HUMAN,43
44,ENSG00000101280,ANGPT4,ANGPT4,ANGPT4_HUMAN,44
45,ENSG00000116194,ANGPTL1,ANGPTL1,ANGPTL1_HUMAN,45
46,ENSG00000136859,ANGPTL2,ANGPTL2,ANGPTL2_HUMAN,46
47,ENSG00000132855,ANGPTL3,ANGPTL3,ANGPTL3_HUMAN,47
48,ENSG00000167772,ANGPTL4,ANGPTL4,ANGPTL4_HUMAN,48
49,ENSG00000187151,ANGPTL5,ANGPTL5,ANGPTL5_HUMAN,49
50,ENSG00000130812,ANGPTL6,ANGPTL6,ANGPTL6_HUMAN,50
51,ENSG00000171819,ANGPTL7,ANGPTL7,ANGPTL7_HUMAN,51
52,ENSG00000011201,ANOS1,ANOS1,ANOS1_HUMAN,52
53,ENSG00000166825,ANPEP,ANPEP,ANPEP_HUMAN,53
54,ENSG00000169604,ANTXR1,ANTXR1,ANTXR1_HUMAN,54
55,ENSG00000135046,ANXA1,ANXA1,ANXA1_HUMAN,55
56,ENSG00000182718,ANXA2,ANXA2,ANXA2_HUMAN,56
57,ENSG00000248329,APELA,APELA,APELA_HUMAN,57
58,ENSG00000171388,APLN,APLN,APLN_HUMAN,58
59,ENSG00000118137,APOA1,APOA1,APOA1_HUMAN,59
60,ENSG00000158874,APOA2,APOA2,APOA2_HUMAN,60
61,ENSG00000110244,APOA4,APOA4,APOA4_HUMAN,61
62,ENSG00000110243,APOA5,APOA5,APOA5_HUMAN,62
63,ENSG00000084674,APOB,APOB,APOB_HUMAN,63
64,ENSG00000130208,APOC1,APOC1,APOC1_HUMAN,64
65,ENSG00000234906,APOC2,APOC2,APOC2_HUMAN,65
66,ENSG00000110245,APOC3,APOC3,APOC3_HUMAN,66
67,ENSG00000267467,APOC4,APOC4,APOC4_HUMAN,67
68,ENSG00000189058,APOD,APOD,APOD_HUMAN,68
69,ENSG00000130203,APOE,APOE,APOE_HUMAN,69
70,ENSG00000184831,APOO,APOO,APOO_HUMAN,70
71,ENSG00000142192,APP,APP,APP_HUMAN,71
72,ENSG00000109321,AREG,AREG,AREG_HUMAN,72
73,ENSG00000143761,ARF1,ARF1,ARF1_HUMAN,73
74,ENSG00000139971,ARMH4,ARMH4,ARMH4_HUMAN,74
75,ENSG00000117407,ARTN,ARTN,ARTN_HUMAN,75
76,ENSG00000101440,ASIP,ASIP,ASIP_HUMAN,76
77,ENSG00000143153,ATP1B1,ATP1B1,ATP1B1_HUMAN,77
78,ENSG00000101200,AVP,AVP,AVP_HUMAN,78
79,ENSG00000160862,AZGP1,AZGP1,AZGP1_HUMAN,79
80,ENSG00000166710,B2M,B2M,B2M_HUMAN,80
81,ENSG00000186318,BACE1,BACE1,BACE1_HUMAN,81
82,ENSG00000182240,BACE2,BACE2,BACE2_HUMAN,82
83,ENSG00000132692,BCAN,BCAN,BCAN_HUMAN,83
84,ENSG00000176697,BDNF,BDNF,BDNF_HUMAN,84
85,ENSG00000182492,BGN,BGN,BGN_HUMAN,85
86,ENSG00000168487,BMP1,BMP1,BMP1_HUMAN,86
87,ENSG00000163217,BMP10,BMP10,BMP10_HUMAN,87
88,ENSG00000130385,BMP15,BMP15,BMP15_HUMAN,88
89,ENSG00000125845,BMP2,BMP2,BMP2_HUMAN,89
90,ENSG00000152785,BMP3,BMP3,BMP3_HUMAN,90
91,ENSG00000125378,BMP4,BMP4,BMP4_HUMAN,91
92,ENSG00000112175,BMP5,BMP5,BMP5_HUMAN,92
93,ENSG00000153162,BMP6,BMP6,BMP6_HUMAN,93
94,ENSG00000101144,BMP7,BMP7,BMP7_HUMAN,94
95,ENSG00000183682,BMP8A,BMP8A,BMP8A_HUMAN,95
96,ENSG00000116985,BMP8B,BMP8B,BMP8B_HUMAN,96
97,ENSG00000144857,BOC,BOC,BOC_HUMAN,97
98,ENSG00000101425,BPI,BPI,BPI_HUMAN,98
99,ENSG00000130303,BST2,BST2,BST2_HUMAN,99
100,ENSG00000174808,BTC,BTC,BTC_HUMAN,100
101,ENSG00000186265,BTLA,BTLA,BTLA_HUMAN,101
102,ENSG00000124557,BTN1A1,BTN1A1,BTN1A1_HUMAN,102
103,ENSG00000112763,BTN2A1,BTN2A1,BTN2A1_HUMAN,103
104,ENSG00000113303,BTNL8,BTNL8,BTNL8_HUMAN,104
105,ENSG00000165810,BTNL9,BTNL9,BTNL9_HUMAN,105
106,Unknown00000,C10orf99,C10orf99,C10orf99_HUMAN,106
107,ENSG00000173372,C1QA,C1QA,C1QA_HUMAN,107
108,ENSG00000173369,C1QB,C1QB,C1QB_HUMAN,108
109,ENSG00000173918,C1QTNF1,C1QTNF1,C1QTNF1_HUMAN,109
110,ENSG00000223953,C1QTNF5,C1QTNF5,C1QTNF5_HUMAN,110
111,ENSG00000125730,C3,C3,C3_HUMAN,111
112,ENSG00000244731,C4A,C4A,C4A_HUMAN,112
113,Unknown00001,C4B_2,C4B_2,C4B_2_HUMAN,113
114,ENSG00000123838,C4BPA,C4BPA,C4BPA_HUMAN,114
115,ENSG00000106804,C5,C5,C5_HUMAN,115
116,ENSG00000204542,C6orf15,C6orf15,C6orf15_HUMAN,116
117,ENSG00000074410,CA12,CA12,CA12_HUMAN,117
118,ENSG00000182985,CADM1,CADM1,CADM1_HUMAN,118
119,ENSG00000175161,CADM2,CADM2,CADM2_HUMAN,119
120,ENSG00000162706,CADM3,CADM3,CADM3_HUMAN,120
121,ENSG00000105767,CADM4,CADM4,CADM4_HUMAN,121
122,ENSG00000110680,CALCA,CALCA,CALCA_HUMAN,122
123,ENSG00000175868,CALCB,CALCB,CALCB_HUMAN,123
124,ENSG00000198668,CALM1,CALM1,CALM1_HUMAN,124
125,ENSG00000143933,CALM2,CALM2,CALM2_HUMAN,125
126,ENSG00000160014,CALM3,CALM3,CALM3_HUMAN,126
127,ENSG00000179218,CALR,CALR,CALR_HUMAN,127
128,ENSG00000164047,CAMP,CAMP,CAMP_HUMAN,128
129,ENSG00000187094,CCK,CCK,CCK_HUMAN,129
130,ENSG00000108702,CCL1,CCL1,CCL1_HUMAN,130
131,ENSG00000172156,CCL11,CCL11,CCL11_HUMAN,131
132,ENSG00000181374,CCL13,CCL13,CCL13_HUMAN,132
133,ENSG00000276409,CCL14,CCL14,CCL14_HUMAN,133
134,ENSG00000275718,CCL15,CCL15,CCL15_HUMAN,134
135,ENSG00000275152,CCL16,CCL16,CCL16_HUMAN,135
136,ENSG00000102970,CCL17,CCL17,CCL17_HUMAN,136
137,ENSG00000275385,CCL18,CCL18,CCL18_HUMAN,137
138,ENSG00000172724,CCL19,CCL19,CCL19_HUMAN,138
139,ENSG00000108691,CCL2,CCL2,CCL2_HUMAN,139
140,ENSG00000115009,CCL20,CCL20,CCL20_HUMAN,140
141,ENSG00000137077,CCL21,CCL21,CCL21_HUMAN,141
142,ENSG00000102962,CCL22,CCL22,CCL22_HUMAN,142
143,ENSG00000274736,CCL23,CCL23,CCL23_HUMAN,143
144,ENSG00000106178,CCL24,CCL24,CCL24_HUMAN,144
145,ENSG00000131142,CCL25,CCL25,CCL25_HUMAN,145
146,ENSG00000006606,CCL26,CCL26,CCL26_HUMAN,146
147,ENSG00000213927,CCL27,CCL27,CCL27_HUMAN,147
148,ENSG00000151882,CCL28,CCL28,CCL28_HUMAN,148
149,ENSG00000277632,CCL3,CCL3,CCL3_HUMAN,149
150,Unknown00002,CCL3L1,CCL3L1,CCL3L1_HUMAN,150
151,ENSG00000276085,CCL3L3,CCL3L3,CCL3L3_HUMAN,151
152,ENSG00000275302,CCL4,CCL4,CCL4_HUMAN,152
153,Unknown00003,CCL4L1,CCL4L1,CCL4L1_HUMAN,153
154,ENSG00000276070,CCL4L2,CCL4L2,CCL4L2_HUMAN,154
155,ENSG00000271503,CCL5,CCL5,CCL5_HUMAN,155
156,ENSG00000108688,CCL7,CCL7,CCL7_HUMAN,156
157,ENSG00000108700,CCL8,CCL8,CCL8_HUMAN,157
158,ENSG00000142871,CCN1,CCN1,CCN1_HUMAN,158
159,ENSG00000118523,CCN2,CCN2,CCN2_HUMAN,159
160,ENSG00000136999,CCN3,CCN3,CCN3_HUMAN,160
161,ENSG00000104415,CCN4,CCN4,CCN4_HUMAN,161
162,ENSG00000112761,CCN6,CCN6,CCN6_HUMAN,162
163,ENSG00000170458,CD14,CD14,CD14_HUMAN,163
164,ENSG00000117281,CD160,CD160,CD160_HUMAN,164
165,ENSG00000158485,CD1B,CD1B,CD1B_HUMAN,165
166,ENSG00000158473,CD1D,CD1D,CD1D_HUMAN,166
167,ENSG00000116824,CD2,CD2,CD2_HUMAN,167
168,ENSG00000091972,CD200,CD200,CD200_HUMAN,168
169,ENSG00000090659,CD209,CD209,CD209_HUMAN,169
170,ENSG00000012124,CD22,CD22,CD22_HUMAN,170
171,ENSG00000150637,CD226,CD226,CD226_HUMAN,171
172,ENSG00000272398,CD24,CD24,CD24_HUMAN,172
173,ENSG00000122223,CD244,CD244,CD244_HUMAN,173
174,ENSG00000120217,CD274,CD274,CD274_HUMAN,174
175,ENSG00000178562,CD28,CD28,CD28_HUMAN,175
176,ENSG00000167851,CD300A,CD300A,CD300A_HUMAN,176
177,ENSG00000167850,CD300C,CD300C,CD300C_HUMAN,177
178,ENSG00000186074,CD300LF,CD300LF,CD300LF_HUMAN,178
179,ENSG00000167775,CD320,CD320,CD320_HUMAN,179
180,ENSG00000174059,CD34,CD34,CD34_HUMAN,180
181,ENSG00000004468,CD38,CD38,CD38_HUMAN,181
182,ENSG00000101017,CD40,CD40,CD40_HUMAN,182
183,ENSG00000102245,CD40LG,CD40LG,CD40LG_HUMAN,183
184,ENSG00000026508,CD44,CD44,CD44_HUMAN,184
185,ENSG00000196776,CD47,CD47,CD47_HUMAN,185
186,ENSG00000117091,CD48,CD48,CD48_HUMAN,186
187,ENSG00000169442,CD52,CD52,CD52_HUMAN,187
188,ENSG00000196352,CD55,CD55,CD55_HUMAN,188
189,ENSG00000116815,CD58,CD58,CD58_HUMAN,189
190,ENSG00000085063,CD59,CD59,CD59_HUMAN,190
191,ENSG00000073754,CD5L,CD5L,CD5L_HUMAN,191
192,ENSG00000013725,CD6,CD6,CD6_HUMAN,192
193,ENSG00000173762,CD7,CD7,CD7_HUMAN,193
194,ENSG00000125726,CD70,CD70,CD70_HUMAN,194
195,ENSG00000137101,CD72,CD72,CD72_HUMAN,195
196,ENSG00000007312,CD79B,CD79B,CD79B_HUMAN,196
197,ENSG00000121594,CD80,CD80,CD80_HUMAN,197
198,ENSG00000085117,CD82,CD82,CD82_HUMAN,198
199,ENSG00000114013,CD86,CD86,CD86_HUMAN,199
200,ENSG00000010278,CD9,CD9,CD9_HUMAN,200
201,ENSG00000153283,CD96,CD96,CD96_HUMAN,201
202,ENSG00000002586,CD99,CD99,CD99_HUMAN,202
203,ENSG00000163814,CDCP1,CDCP1,CDCP1_HUMAN,203
204,ENSG00000039068,CDH1,CDH1,CDH1_HUMAN,204
205,ENSG00000140945,CDH13,CDH13,CDH13_HUMAN,205
206,ENSG00000129910,CDH15,CDH15,CDH15_HUMAN,206
207,ENSG00000170558,CDH2,CDH2,CDH2_HUMAN,207
208,ENSG00000062038,CDH3,CDH3,CDH3_HUMAN,208
209,ENSG00000179242,CDH4,CDH4,CDH4_HUMAN,209
210,ENSG00000179776,CDH5,CDH5,CDH5_HUMAN,210
211,ENSG00000113361,CDH6,CDH6,CDH6_HUMAN,211
212,ENSG00000113100,CDH9,CDH9,CDH9_HUMAN,212
213,ENSG00000074276,CDHR2,CDHR2,CDHR2_HUMAN,213
214,ENSG00000079385,CEACAM1,CEACAM1,CEACAM1_HUMAN,214
215,ENSG00000273777,CEACAM20,CEACAM20,CEACAM20_HUMAN,215
216,ENSG00000007129,CEACAM21,CEACAM21,CEACAM21_HUMAN,216
217,ENSG00000170956,CEACAM3,CEACAM3,CEACAM3_HUMAN,217
218,ENSG00000105352,CEACAM4,CEACAM4,CEACAM4_HUMAN,218
219,ENSG00000105388,CEACAM5,CEACAM5,CEACAM5_HUMAN,219
220,ENSG00000086548,CEACAM6,CEACAM6,CEACAM6_HUMAN,220
221,ENSG00000007306,CEACAM7,CEACAM7,CEACAM7_HUMAN,221
222,ENSG00000124469,CEACAM8,CEACAM8,CEACAM8_HUMAN,222
223,ENSG00000170835,CEL,CEL,CEL_HUMAN,223
224,ENSG00000147869,CER1,CER1,CER1_HUMAN,224
225,ENSG00000188596,CFAP54,CFAP54,CFAP54_HUMAN,225
226,ENSG00000136698,CFC1,CFC1,CFC1_HUMAN,226
227,ENSG00000197766,CFD,CFD,CFD_HUMAN,227
228,ENSG00000000971,CFH,CFH,CFH_HUMAN,228
229,ENSG00000126759,CFP,CFP,CFP_HUMAN,229
230,ENSG00000135346,CGA,CGA,CGA_HUMAN,230
231,ENSG00000104827,CGB3,CGB3,CGB3_HUMAN,231
232,ENSG00000196337,CGB7,CGB7,CGB7_HUMAN,232
233,ENSG00000136457,CHAD,CHAD,CHAD_HUMAN,233
234,ENSG00000134121,CHL1,CHL1,CHL1_HUMAN,234
235,ENSG00000185043,CIB1,CIB1,CIB1_HUMAN,235
236,ENSG00000217555,CKLF,CKLF,CKLF_HUMAN,236
237,ENSG00000175505,CLCF1,CLCF1,CLCF1_HUMAN,237
238,ENSG00000163347,CLDN1,CLDN1,CLDN1_HUMAN,238
239,ENSG00000013297,CLDN11,CLDN11,CLDN11_HUMAN,239
240,ENSG00000159261,CLDN14,CLDN14,CLDN14_HUMAN,240
241,ENSG00000113946,CLDN16,CLDN16,CLDN16_HUMAN,241
242,ENSG00000164007,CLDN19,CLDN19,CLDN19_HUMAN,242
243,ENSG00000165376,CLDN2,CLDN2,CLDN2_HUMAN,243
244,ENSG00000185758,CLDN24,CLDN24,CLDN24_HUMAN,244
245,ENSG00000165215,CLDN3,CLDN3,CLDN3_HUMAN,245
246,ENSG00000105472,CLEC11A,CLEC11A,CLEC11A_HUMAN,246
247,ENSG00000188393,CLEC2A,CLEC2A,CLEC2A_HUMAN,247
248,ENSG00000110852,CLEC2B,CLEC2B,CLEC2B_HUMAN,248
249,ENSG00000069493,CLEC2D,CLEC2D,CLEC2D_HUMAN,249
250,ENSG00000236279,CLEC2L,CLEC2L,CLEC2L_HUMAN,250
251,ENSG00000166509,CLEC3A,CLEC3A,CLEC3A_HUMAN,251
252,ENSG00000182566,CLEC4G,CLEC4G,CLEC4G_HUMAN,252
253,ENSG00000166250,CLMP,CLMP,CLMP_HUMAN,253
254,ENSG00000120885,CLU,CLU,CLU_HUMAN,254
255,ENSG00000079101,CLUL1,CLUL1,CLUL1_HUMAN,255
256,ENSG00000170293,CMTM8,CMTM8,CMTM8_HUMAN,256
257,ENSG00000136110,CNMD,CNMD,CNMD_HUMAN,257
258,ENSG00000242689,CNTF,CNTF,CNTF_HUMAN,258
259,ENSG00000018236,CNTN1,CNTN1,CNTN1_HUMAN,259
260,ENSG00000184144,CNTN2,CNTN2,CNTN2_HUMAN,260
261,ENSG00000113805,CNTN3,CNTN3,CNTN3_HUMAN,261
262,ENSG00000144619,CNTN4,CNTN4,CNTN4_HUMAN,262
263,ENSG00000149972,CNTN5,CNTN5,CNTN5_HUMAN,263
264,ENSG00000134115,CNTN6,CNTN6,CNTN6_HUMAN,264
265,ENSG00000123500,COL10A1,COL10A1,COL10A1_HUMAN,265
266,ENSG00000060718,COL11A1,COL11A1,COL11A1_HUMAN,266
267,ENSG00000204248,COL11A2,COL11A2,COL11A2_HUMAN,267
268,ENSG00000111799,COL12A1,COL12A1,COL12A1_HUMAN,268
269,ENSG00000197467,COL13A1,COL13A1,COL13A1_HUMAN,269
270,ENSG00000187955,COL14A1,COL14A1,COL14A1_HUMAN,270
271,ENSG00000204291,COL15A1,COL15A1,COL15A1_HUMAN,271
272,ENSG00000084636,COL16A1,COL16A1,COL16A1_HUMAN,272
273,ENSG00000065618,COL17A1,COL17A1,COL17A1_HUMAN,273
274,ENSG00000182871,COL18A1,COL18A1,COL18A1_HUMAN,274
275,ENSG00000082293,COL19A1,COL19A1,COL19A1_HUMAN,275
276,ENSG00000108821,COL1A1,COL1A1,COL1A1_HUMAN,276
277,ENSG00000164692,COL1A2,COL1A2,COL1A2_HUMAN,277
278,ENSG00000101203,COL20A1,COL20A1,COL20A1_HUMAN,278
279,ENSG00000124749,COL21A1,COL21A1,COL21A1_HUMAN,279
280,ENSG00000169436,COL22A1,COL22A1,COL22A1_HUMAN,280
281,ENSG00000171502,COL24A1,COL24A1,COL24A1_HUMAN,281
282,ENSG00000160963,COL26A1,COL26A1,COL26A1_HUMAN,282
283,ENSG00000196739,COL27A1,COL27A1,COL27A1_HUMAN,283
284,ENSG00000215018,COL28A1,COL28A1,COL28A1_HUMAN,284
285,ENSG00000139219,COL2A1,COL2A1,COL2A1_HUMAN,285
286,ENSG00000168542,COL3A1,COL3A1,COL3A1_HUMAN,286
287,ENSG00000187498,COL4A1,COL4A1,COL4A1_HUMAN,287
288,ENSG00000134871,COL4A2,COL4A2,COL4A2_HUMAN,288
289,ENSG00000169031,COL4A3,COL4A3,COL4A3_HUMAN,289
290,ENSG00000081052,COL4A4,COL4A4,COL4A4_HUMAN,290
291,ENSG00000188153,COL4A5,COL4A5,COL4A5_HUMAN,291
292,ENSG00000197565,COL4A6,COL4A6,COL4A6_HUMAN,292
293,ENSG00000130635,COL5A1,COL5A1,COL5A1_HUMAN,293
294,ENSG00000204262,COL5A2,COL5A2,COL5A2_HUMAN,294
295,ENSG00000080573,COL5A3,COL5A3,COL5A3_HUMAN,295
296,ENSG00000142156,COL6A1,COL6A1,COL6A1_HUMAN,296
297,ENSG00000142173,COL6A2,COL6A2,COL6A2_HUMAN,297
298,ENSG00000163359,COL6A3,COL6A3,COL6A3_HUMAN,298
299,ENSG00000172752,COL6A5,COL6A5,COL6A5_HUMAN,299
300,ENSG00000206384,COL6A6,COL6A6,COL6A6_HUMAN,300
301,ENSG00000114270,COL7A1,COL7A1,COL7A1_HUMAN,301
302,ENSG00000144810,COL8A1,COL8A1,COL8A1_HUMAN,302
303,ENSG00000171812,COL8A2,COL8A2,COL8A2_HUMAN,303
304,ENSG00000112280,COL9A1,COL9A1,COL9A1_HUMAN,304
305,ENSG00000049089,COL9A2,COL9A2,COL9A2_HUMAN,305
306,ENSG00000092758,COL9A3,COL9A3,COL9A3_HUMAN,306
307,ENSG00000206561,COLQ,COLQ,COLQ_HUMAN,307
308,ENSG00000105664,COMP,COMP,COMP_HUMAN,308
309,ENSG00000122218,COPA,COPA,COPA_HUMAN,309
310,ENSG00000145244,CORIN,CORIN,CORIN_HUMAN,310
311,ENSG00000241563,CORT,CORT,CORT_HUMAN,311
312,ENSG00000047457,CP,CP,CP_HUMAN,312
313,ENSG00000160111,CPAMD8,CPAMD8,CPAMD8_HUMAN,313
314,ENSG00000130545,CRB3,CRB3,CRB3_HUMAN,314
315,ENSG00000147571,CRH,CRH,CRH_HUMAN,315
316,ENSG00000106113,CRHR2,CRHR2,CRHR2_HUMAN,316
317,ENSG00000124490,CRISP2,CRISP2,CRISP2_HUMAN,317
318,ENSG00000096006,CRISP3,CRISP3,CRISP3_HUMAN,318
319,ENSG00000006016,CRLF1,CRLF1,CRLF1_HUMAN,319
320,ENSG00000132693,CRP,CRP,CRP_HUMAN,320
321,ENSG00000109943,CRTAM,CRTAM,CRTAM_HUMAN,321
322,ENSG00000184371,CSF1,CSF1,CSF1_HUMAN,322
323,ENSG00000164400,CSF2,CSF2,CSF2_HUMAN,323
324,ENSG00000108342,CSF3,CSF3,CSF3_HUMAN,324
325,ENSG00000136488,CSH1,CSH1,CSH1_HUMAN,325
326,ENSG00000213218,CSH2,CSH2,CSH2_HUMAN,326
327,ENSG00000204414,CSHL1,CSHL1,CSHL1_HUMAN,327
328,ENSG00000150281,CTF1,CTF1,CTF1_HUMAN,328
329,ENSG00000164932,CTHRC1,CTHRC1,CTHRC1_HUMAN,329
330,ENSG00000117984,CTSD,CTSD,CTSD_HUMAN,330
331,ENSG00000100448,CTSG,CTSG,CTSG_HUMAN,331
332,ENSG00000006210,CX3CL1,CX3CL1,CX3CL1_HUMAN,332
333,ENSG00000154639,CXADR,CXADR,CXADR_HUMAN,333
334,ENSG00000163739,CXCL1,CXCL1,CXCL1_HUMAN,334
335,ENSG00000169245,CXCL10,CXCL10,CXCL10_HUMAN,335
336,ENSG00000169248,CXCL11,CXCL11,CXCL11_HUMAN,336
337,ENSG00000107562,CXCL12,CXCL12,CXCL12_HUMAN,337
338,ENSG00000156234,CXCL13,CXCL13,CXCL13_HUMAN,338
339,ENSG00000145824,CXCL14,CXCL14,CXCL14_HUMAN,339
340,ENSG00000161921,CXCL16,CXCL16,CXCL16_HUMAN,340
341,ENSG00000189377,CXCL17,CXCL17,CXCL17_HUMAN,341
342,ENSG00000081041,CXCL2,CXCL2,CXCL2_HUMAN,342
343,ENSG00000163734,CXCL3,CXCL3,CXCL3_HUMAN,343
344,ENSG00000163735,CXCL5,CXCL5,CXCL5_HUMAN,344
345,ENSG00000124875,CXCL6,CXCL6,CXCL6_HUMAN,345
346,ENSG00000169429,CXCL8,CXCL8,CXCL8_HUMAN,346
347,ENSG00000138755,CXCL9,CXCL9,CXCL9_HUMAN,347
348,ENSG00000170891,CYTL1,CYTL1,CYTL1_HUMAN,348
349,ENSG00000123454,DBH,DBH,DBH_HUMAN,349
350,ENSG00000166341,DCHS1,DCHS1,DCHS1_HUMAN,350
351,ENSG00000011465,DCN,DCN,DCN_HUMAN,351
352,ENSG00000164825,DEFB1,DEFB1,DEFB1_HUMAN,352
353,ENSG00000177243,DEFB103B,DEFB103B,DEFB103B_HUMAN,353
354,ENSG00000187082,DEFB106B,DEFB106B,DEFB106B_HUMAN,354
355,ENSG00000171711,DEFB4A,DEFB4A,DEFB4A_HUMAN,355
356,ENSG00000177257,DEFB4B,DEFB4B,DEFB4B_HUMAN,356
357,ENSG00000139549,DHH,DHH,DHH_HUMAN,357
358,ENSG00000107984,DKK1,DKK1,DKK1_HUMAN,358
359,ENSG00000155011,DKK2,DKK2,DKK2_HUMAN,359
360,ENSG00000050165,DKK3,DKK3,DKK3_HUMAN,360
361,ENSG00000104371,DKK4,DKK4,DKK4_HUMAN,361
362,ENSG00000185559,DLK1,DLK1,DLK1_HUMAN,362
363,ENSG00000171462,DLK2,DLK2,DLK2_HUMAN,363
364,ENSG00000198719,DLL1,DLL1,DLL1_HUMAN,364
365,ENSG00000090932,DLL3,DLL3,DLL3_HUMAN,365
366,ENSG00000128917,DLL4,DLL4,DLL4_HUMAN,366
367,ENSG00000152592,DMP1,DMP1,DMP1_HUMAN,367
368,ENSG00000162490,DRAXIN,DRAXIN,DRAXIN_HUMAN,368
369,ENSG00000134765,DSC1,DSC1,DSC1_HUMAN,369
370,ENSG00000134755,DSC2,DSC2,DSC2_HUMAN,370
371,ENSG00000134762,DSC3,DSC3,DSC3_HUMAN,371
372,ENSG00000171587,DSCAM,DSCAM,DSCAM_HUMAN,372
373,ENSG00000177103,DSCAML1,DSCAML1,DSCAML1_HUMAN,373
374,ENSG00000134760,DSG1,DSG1,DSG1_HUMAN,374
375,ENSG00000046604,DSG2,DSG2,DSG2_HUMAN,375
376,ENSG00000152591,DSPP,DSPP,DSPP_HUMAN,376
377,ENSG00000167065,DUSP18,DUSP18,DUSP18_HUMAN,377
378,ENSG00000105246,EBI3,EBI3,EBI3_HUMAN,378
379,ENSG00000143369,ECM1,ECM1,ECM1_HUMAN,379
380,ENSG00000158813,EDA,EDA,EDA_HUMAN,380
381,ENSG00000164176,EDIL3,EDIL3,EDIL3_HUMAN,381
382,ENSG00000078401,EDN1,EDN1,EDN1_HUMAN,382
383,ENSG00000127129,EDN2,EDN2,EDN2_HUMAN,383
384,ENSG00000124205,EDN3,EDN3,EDN3_HUMAN,384
385,ENSG00000115380,EFEMP1,EFEMP1,EFEMP1_HUMAN,385
386,ENSG00000172638,EFEMP2,EFEMP2,EFEMP2_HUMAN,386
387,ENSG00000169242,EFNA1,EFNA1,EFNA1_HUMAN,387
388,ENSG00000099617,EFNA2,EFNA2,EFNA2_HUMAN,388
389,ENSG00000143590,EFNA3,EFNA3,EFNA3_HUMAN,389
390,ENSG00000243364,EFNA4,EFNA4,EFNA4_HUMAN,390
391,ENSG00000184349,EFNA5,EFNA5,EFNA5_HUMAN,391
392,ENSG00000090776,EFNB1,EFNB1,EFNB1_HUMAN,392
393,ENSG00000125266,EFNB2,EFNB2,EFNB2_HUMAN,393
